API,,Apr-83,May-83,Jun-83,Jul-83,Aug-83,Sep-83,Oct-83,Nov-83,Dec-83,Jan-84,Feb-84,Mar-84,Apr-84,May-84,Jun-84,Jul-84,Aug-84,Sep-84,Oct-84,Nov-84,Dec-84,Jan-85,Feb-85,Mar-85,Apr-85,May-85,Jun-85,Jul-85,Aug-85,Sep-85,Oct-85,Nov-85,Dec-85,Jan-86,Feb-86,Mar-86,Apr-86,May-86,Jun-86,Jul-86,Aug-86,Sep-86,Oct-86,Nov-86,Dec-86,Jan-87,Feb-87,Mar-87,Apr-87,May-87,Jun-87,Jul-87,Aug-87,Sep-87,Oct-87,Nov-87,Dec-87,Jan-88,Feb-88,Mar-88,Apr-88,May-88,Jun-88,Jul-88,Aug-88,Sep-88,Oct-88,Nov-88,Dec-88,Jan-89,Feb-89,Mar-89,Apr-89,May-89,Jun-89,Jul-89,Aug-89,Sep-89,Oct-89,Nov-89,Dec-89,Jan-90,Feb-90,Mar-90,Apr-90,May-90,Jun-90,Jul-90,Aug-90,Sep-90,Oct-90,Nov-90,Dec-90,Jan-91,Feb-91,Mar-91,Apr-91,May-91,Jun-91,Jul-91,Aug-91,Sep-91,Oct-91,Nov-91,Dec-91,Jan-92,Feb-92,Mar-92,Apr-92,May-92,Jun-92,Jul-92,Aug-92,Sep-92,Oct-92,Nov-92,Dec-92,Jan-93,Feb-93,Mar-93,Apr-93,May-93,Jun-93,Jul-93,Aug-93,Sep-93,Oct-93,Nov-93,Dec-93,Jan-94,Feb-94,Mar-94,Apr-94,May-94,Jun-94,Jul-94,Aug-94,Sep-94,Oct-94,Nov-94,Dec-94,Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,1-Jan,1-Feb,1-Mar,1-Apr,1-May,1-Jun,1-Jul,1-Aug,1-Sep,1-Oct,1-Nov,1-Dec,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul
INTL.57-1-WORL-TBPD.M,Crude oil including lease condensate (Mb/d),50958.936,52658.767,52868.746,54651.57,54498.585,54498.585,54891.545,55259.509,54454.589,54576.637,54927.706,54649.651,54848.69,54467.616,55744.865,55024.725,53346.397,53805.487,54216.567,54233.57,54193.563,52956.948,54426.531,54645.468,54219.59,52782.998,51324.413,52353.12,52216.159,54095.625,55779.147,56257.011,56571.921,55650.355,55660.371,55162.501,55266.682,56447.749,57220.1,58359.093,59013.237,54978.178,55334.802,56264.428,56434.726,55634.929,54938.329,54196.69,54870.27,55674.963,55375.706,57939.915,58737.602,58130.079,58325.247,57862.849,57936.912,57137.658,57217.705,57578.918,57890.101,57606.934,57271.737,57695.987,58852.668,59206.876,60890.869,61350.139,61597.285,58706.812,58227.577,58629.775,59059.986,58980.947,59017.965,59536.219,60428.657,60511.699,61081.978,61842.351,61485.176,60921.388,61178.881,62082.423,61805.933,61238.41,60409.37,60513.802,56965.632,59513.976,59854.228,60672.389,60883.958,60637.251,60326.57,60581.691,59183.328,59006.359,59198.905,60191.613,59495.341,60534.055,60489.449,60735.218,61143.298,61257.24875,60420.13666,59770.87273,60130.82872,59002.76976,59245.26565,59710.13526,59696.89082,59958.42091,60756.13765,60467.1577,60787.84833,60602.361,60965.441,60256.832,59577.715,59713.933,59473.076,60069.081,59895.148,59921.026,60385.327,60445.99,60837.893,61138.9,60960.8,60868.7,60411,60850.1,61162,60766,60662,61273,61769,61943,62267,61842.1,62344.1,61604.1,62401.1,62413,61555,62506.4,62640.4,63036.4,62672.4,62891.4,63287.4,63237.5,63633.6,63483.5,63338.5,63337.5,63661,63737,63386,63858,64223,64672,65242,65180.2,65540.1,65527.2,66048.6,65393.8,64622.2,65068.5,65949.5,66311.9,66828,66681,66494.9,67710.7,68083.7,67964.7,67829.6,67296.3,67017.6,66879.6,65905.5,65986.6,66101.6,66946.6,66771.7,66986.7,67312.6,66988.7,65545.7,65352.7,64307.9,65819,65706,65748,66254,66236,65428.2,66449.89398,67065.69292,67098.94185,67757.841,68276.18633,68074.38502,68695.11506,69526.13374,69542.82359,69980.33528,70536.25218,69280.21152,69197.45217,68718.72316,69380.84853,68451.2263,67760.75575,66206.98416,68146.13372,68319.82976,67852.78372,67750.0388,68100.41317,67692.71756,66957.16047,67028.49332,66824.84506,66288.446,66859.48293,66705.97192,67186.74967,66914.73151,67465.25136,68876.21022,69006.41022,67352.85167,67750.16942,69368.13162,69883.65841,68809.98629,68772.77818,67977.17469,68603.79734,69058.90352,69660.74703,70623.51456,70860.664,72127.32017,71908.23552,71883.68129,71812.52572,71780.9911,71415.96508,72973.4223,73514.83965,72484.39097,73112.2621,73726.30114,73419.7956,73093.07818,73353.771,73662.451,73961.181,74274.68,74362.338,73968.609,73835.872,73831.891,73409.441,73469.556,74044.801,74243.081,73714.302,73710.699,73577.019,73642.234,73185.421,73182.372,74219.822,73938.311,73572.081,73907.311,73472.608,73394.017,73032.336,73345.185,73339.245,73546.285,73003.591,72612.598,73204.711,72584.265,73238.77,73965.654,73699.196,74309.723,74507.062,74596.113,74822.147,74251.11,74569.636,74577.042,75310.804,74217.153,73217.885,74217.554,74050.374,73282.122,72326.16,72814.909,72681.697,72910.8,72494.139,72651.578,73548.079,73026.616,73479.941,73910.625,74009.229,73709.016,73860.485,74361.702,74713.287,74654.499,74795.917,74866.871,75059.46,74926.939,75259.954,75107.919,75578.686,75515.899,76168.015,75321.254,74283.144,74104.984,73472.029,74267.071,74706.259,75136.934,74474.065,74982.708,75982.939,76359.185,76565.973,76813.227,76618.634,76938.423,76222.072,76040.166,76233.089,76212.091,75671.913,76293.551,76826.586,76741.541,76072.159,75864.167,76072.876,76461.23,76337.44,76427.944,76947.589,76710.991,76237.989,76506.408,76804.907,77189.025,77479.044,77955.467,77385.78,77128.341,77351.343,77701.105,77919.378,78196.125,78965.591,79918.149,79702.745,80615.88,79873.638,79775.708,80681.398,80343.969,80260.799,80694.797,81265.316,80977.043,80857.487,80817.62,81450.807,81681.165,81636.189,80822.227,80726.824,79961.866,79173.403,79882.051,80627.113,80077.903,80413.021,81588.427,82613.794,82124.519,81162.535,81150.61,80370.68,79917.577,80511.401,81065.566,81587.104,80958.654,81176.467,81318.015,81992.941,81717.388,82163.905,82346.955,82167.019,81809.674,81550.319,82214.501,82669.321,83213.008,83207.197,84334.615,84497.52,84228.844,82881.818,82599.31,82561.124,82317.506,81723.848,81884.636,81278.572,82409.234,80730.924,82602.77,83578.78,83583.53,83220.688,82393.732,82414.546,82877.13,71482.853,70427.486,71557.235
INTL.58-1-WORL-TBPD.M,NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003.493,5043.115,5055.884,5059.442,5005.237,5026.393,5102.725,5098.546,5114.868,5150.248,5081.821,4997.178,5259.2,5282.2,5241.2,5299.2,5300.2,5297.2,5323.2,5405.2,5387.2,5477.2,5608.2,5628.2,5692.1,5613.1,5648.1,5647.1,5607.1,5421.1,5514.1,5497.1,5572.1,5528.1,5615.1,5529.1,5605.1,5552.1,5748.1,5753.1,5674.1,5691.1,5721.1,5648.1,5661.1,5809.1,5782.1,5802.1,5825.2,5895.2,5932.2,5819.2,5777.2,5752.2,5774.2,5809.2,5895.2,5883.2,5842.2,5921.2,6121.5,6217.5,6183.5,6187.5,6054.5,5950.5,5712.5,5903.5,5898.5,5963.5,5996.5,5876.5,6017.2,6127,6175.2,6121.2,6074.2,6077.2,6246.2,6153.2,6202.6,6269.6,6343.6,6370.6,6438.836389,6411.827911,6386.728273,6343.714985,6351.415713,6322.459435,6283.4877,6366.707119,6458.47463,6413.623072,6518.647444,6227.578065,6309.323993,6611.923757,6727.101714,6647.65782,6664.993721,6701.089286,6692.994691,6764.256666,6770.33679,6775.307776,6933.893461,6722.47363,6761.569884,6846.151246,6823.426717,6832.840083,6826.59878,6744.227222,6708.822754,6765.813843,6800.926509,6904.66225,6945.347585,6757.300777,6787.207876,6988.179482,6899.997902,6863.403105,6691.294415,6816.474518,7015.758889,7075.119279,7155.303728,7443.549789,7525.562519,7435.049436,7543.198679,7530.367047,7526.345473,7402.1129,7348.301437,7446.097139,7535.612745,7414.905614,7447.811337,7664.334212,7737.713898,7749.479211,7955.874,8068.823,8022.866,8024.232,8002.841,7873.135,7873.765,7776.656,7555.24,7624.251,7776.215,7534.456,7931.238,7986.791,7934.715,8011.102,7991.479,7905.307,8014.697,8019.309,8029.683,8039.101,8063.72,8029.478,8190.821,8246.632,8217.596,8266.972,8219.256,8152.803,8169.924,8133.63,8037.99,8234.866,8246.049,8289.632,8271.964,8323.454,8345.765,8315.586,8287.274,8226.005,8344.815,8170.955,7776.534,8171.888,8172.215,8024.831,8135.591,8328.508,8375.694,8243.82,8275.808,8231.06,8355.983,8339.649,8366.952,8443.314,8477.483,8451.472,8622.841,8638.63,8682.67,8625.803,8661.411,8603.894,8566.897,8554.299,8529.203,8685.413,8712.772,8772.281,8943.751,8769.61,8799.93,8789.812,8785.076,8746.94,8804.4,8784.684,8717.342,8931.816,8993.779,9137.053,9279.946,9343.071,9277.476,9252.508,9150.183,9010.097,9104.307,9139.999,9104.294,9267.392,9353.973,9324.179,9268.128,9363.991,9320.361,9339.235,9324.83,9310.624,9439.778,9487.96,9391.537,9492.141,9511.544,9473.374,9480.186,9583.451,9712.825,9782.837,9697.566,9901.078,9942.511,9911.801,9930.458,10052.109,9990.655,10073.78,9886.892,9951.74,10121.838,10133.7,10159.942,10046.39,10109.039,10186.411,10259.413,10367.047,10332.171,10265.752,10290.326,10306.14,10480.627,10451.034,10488.036,10446.657,10513.382,10150.705,9993.996,10279.881,10477.044,10178.943,10326.862,10550.616,10553.088,10544.063,10631.927,10584.13,10704.927,10584.346,10514.863,10953.572,10987.497,10856.798,10771.716,10927.62,11144.823,11151.847,11119.123,11062.888,11303.939,11445.476,11407.45,11373.847,11414.899,11262.406,11363.125,11562.737,11639.139,11622.181,11624.324,11603.096,11545.278,11546.422,11475.781,11696.049,11674.553,11739.701,11814.703,11721.664,11990.36,11718.616,10959.816,11695.751,11832.562
INTL.59-1-WORL-TBPD.M,Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.642,563.864,595.061,589.433,596.481,574.5,603.448,590.868,584.133,662.126,641.5,606.706,789,734,787,759,741,768,822,748,796,803,841,802,867.4,932.4,814.4,895.4,882.4,861.4,872.4,893.4,866.4,895.4,852.4,884.4,962.7,910.7,941.7,918.7,911.7,868.7,928.7,926.7,878.7,901.7,949.7,966.7,938.3,978.3,973.3,991.3,988.3,994.3,1029.3,1009.3,1000.3,996.3,1029.3,1010.3,1039.4,1001.4,932.4,936.4,950.4,1048.4,978.4,979.4,976.4,973.4,989.4,1005.4,972.7,973.7,947.7,916.7,1021.7,953.7,907.7,1010.7,1003.7,984.7,961.7,1001.7,965.5088731,993.0216731,953.3798431,1014.573393,1011.960483,963.3733931,1004.444363,964.6701631,992.2400531,1026.508873,984.0067231,913.6701631,965.768543,1012.401023,1046.607253,990.798643,1028.736283,1008.331983,1041.704023,1004.220153,1009.398643,1016.671763,1013.798643,974.639503,1077.887566,1041.21245,1039.790791,1118.488641,1148.14563,1106.421974,1094.468211,1143.113372,1128.255307,1095.242404,1147.188641,1003.210146,1050.724501,1038.995239,1042.208372,1041.230953,1182.369663,1118.464286,1173.659985,1144.047082,1242.130953,1129.208372,1101.464286,1149.337404,1147.396402,1179.118322,1189.428662,1166.395332,1177.202852,1212.661992,1188.073822,1217.848012,1203.628662,1197.138342,1208.461992,1156.654472,1132.749,1086.977,1035.915,1066.83,1306.77,1364.297,1252.551,1543.655,1524.856,1443.233,1394.384,1134.646,1231.712,1212.213,1115.861,1258.196,1494.398,1577.875,1738.522,1750.47,1638.211,1582.907,1495.712,1271.048,1268.921,1245.542,1172.734,1332.887,1586.366,1965.437,1818.227,1677.853,1976.073,1809.811,1803.134,1594.668,1443.029,1487.706,1496.356,1613.835,1932.018,1993.504,2113.433,2430.998,2358.518,2401.447,2324.681,1977.853,1679.797,1681.949,1687.357,1916.598,2258.313,2373.887,2230.775,2411.496,2324.732,2333.437,2356.41,2124.208,2219.443,2214.208,2193.398,2639.064,2838.144,2926.051,3006.075,3051.751,2967.782,2797.605,2729.103,2456.706,2483.056,2417.707,2476.422,2610.628,3017.082,3155.473,3118.03,3199.857,3217.697,2969.979,2889.698,2666.221,2726.221,2723.594,2616.474,2764.314,3123.959,3169.401,3347.824,3440.701,3358.928,3289.464,3133.399,2833.211,2751.319,2734.021,2760.61,3151.153,3486.119,3450.001,3649.283,3698.617,3618.905,3577.697,3542.309,3242.008,2985.712,2974.709,2971.117,3317.392,3668.471,3846.181,3791.326,3916.916,3799.531,3901.419,3514.836,3323.22,3087.174,3059.355,3053.448,3408.414,3703.114,3979.564,3859.501,3988.33,3860.225,3978.658,3661.093,3424.429,3311.336,3304.531,3368.11,3842.764,4056.884,3950.664,4139.271,4076.658,4067.764,3871.4,3795.364,3485.884,3201.271,3212.678,3318.69,3540.709,3820.174,4011.375,4132.852,4096.916,4164.575,4021.819,3852.042,3531.207,3434.459,3382.324,3532.007,3945.35,4160.104,4418.15,4477.652,4384.136,4279.517,4036.685,3916.884,3667.104,3449.782,3430.467,3485.814,3906.45,4261.136,4421.517,4460.685,4536.878,4423.85,4371.104,3984.217,3635.072,3595.975,3579.2,3571.652,3498.35,3838.459,4087.55,4306.007
INTL.56-1-WORL-TBPD.M,Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.446,1240.714,1250.382,1197.185,1215.769,1193.685,1217.866,1271.156,1260.518,1204.995,1302.985,1205.866,1288.3,1230.3,1229.3,1304.3,1250.3,1318.3,1306.3,1272.3,1296.3,1283.3,1340.3,1408.3,1434.3,1345.3,1329.3,1367.3,1404.3,1425.3,1413.3,1410.3,1449.3,1422.3,1460.3,1474.3,1472,1480,1475,1523,1545,1509,1531,1520,1583,1520,1595,1572,1478,1531,1493,1526,1578,1568,1571,1583,1594,1609,1606,1622,1609.9,1579.9,1614.9,1629.9,1655.9,1633.9,1624.9,1694.9,1638.9,1632.9,1732.9,1698.9,1671,1677,1568,1683,1646,1699,1688,1714,1744,1790,1756,1816,1830.424259,1798.271869,1878.746839,1818.133939,1839.843619,1868.633939,1801.037169,1826.166199,1883.833939,1822.069419,1893.133939,1866.714589,1860.026454,1869.066774,1785.994194,1835.816774,1847.994194,1813.250104,1835.607094,1786.316774,1809.750104,1901.478064,1902.950104,1816.994194,1898.449037,1904.041203,1929.320005,1880.722156,1946.803876,1900.355489,1903.190973,1898.255489,1890.255489,1860.287747,1924.222156,1968.158715,1945.572862,1933.557885,1977.572862,1948.94598,1967.572862,1996.64598,1947.185765,2021.411571,2027.579313,1933.411571,2009.479313,2124.734152,2108.260513,2128.015803,2090.325033,2159.275573,2136.389553,2093.142233,2103.389553,2170.583093,2075.675573,2148.357293,2204.375573,2247.518583,2124.739,2142.705,2064.901,2175.395,2163.385,2141.862,2048.901,2109.352,2080.262,1981.256,2153.762,2169.223,2162.113,2189.28,2067.629,2105.087,2139.532,2128.82,2160.403,2237.726,2187.32,2152.952,2119.754,2208.822,2191.842,2118.223,2100.875,2105.561,2096.133,2164.694,2179.842,2167.359,2148.527,2140.133,2168.461,2250.068,2254.367,2146,2113.045,2121.523,2250.464,2197.423,2214.561,2228.045,2048.89,2200.174,2183.99,2153.593,2237.701,2218.3,2199.475,2269.743,2261.54,2325.843,2272.959,2290.798,2314.643,2248.927,2232.243,2317.83,2247.425,2346.786,2350.392,2314.348,2355.683,2371.382,2395.328,2410.167,2348.648,2298.844,2337.948,2473.328,2352.479,2287.36,2352.705,2346.553,2418.059,2439.253,2455.64,2466.414,2456.153,2417.124,2446.32,2467.35,2428.383,2439.172,2449.125,2401.564,2464.318,2474.564,2440.415,2420.125,2375.998,2380.834,2406.998,2527.415,2486.408,2391.888,2437.441,2518.502,2465.086,2512.735,2557.505,2540.537,2561.535,2510.441,2551.869,2604.699,2579.535,2536.602,2463.729,2550.212,2485.148,2593.745,2579.439,2634.922,2487.678,2500.632,2649.945,2572.245,2640.815,2587.043,2578.88,2633.186,2648.718,2593.353,2658.073,2664.202,2611.919,2605.783,2630.553,2673.783,2665.655,2619.421,2598.171,2644.142,2709.397,2663.009,2739.3,2697.816,2671.409,2637.881,2661.609,2692.365,2697.818,2621.318,2670.883,2704.785,2693.979,2718.018,2659.85,2671.657,2568.618,2640.302,2704.985,2684.592,2661.237,2655.318,2654.56,2672.085,2700.237,2691.718,2727.721,2744.302,2699.685,2674.399,2708.251,2769.173,2671.661,2570.022,2601.306,2628.051,2627.177,2639.118,2628.983,2661.628,2580.451,2597.177,2714.151,2716.37,2712.983,2516.434,2497.37,2230.218,2289.661,2384.451,2477.467
,Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,Refined petroleum products (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
